x1,x2,y
6.931800497,5.287379796,0
7.036616073,4.07198647,0
7.273868455,-0.14432855,0
3.014807864,3.018538413,0
15.88808425,-1.923761293,0
9.204831395,-1.245674376,0
4.388272213,1.457176227,0
0.27428088,1.91702257,1
11.20700847,-3.26557845,0
3.037544231,2.621094656,0
3.708739036,-0.547632637,0
-3.615359611,-1.161398068,0
2.239361682,2.825557989,0
2.38186494,0.639092761,0
14.30049201,1.87755224,0
11.50452908,0.747822904,1
5.409110569,3.138339392,0
7.083221611,1.019025321,0
1.998024745,1.380726257,0
4.492209146,3.247823921,0
-0.5499404,3.574420852,0
2.239361682,4.199022482,0
11.51076612,0.1785256,0
9.553600268,2.506263599,0
1.661870653,1.163159167,0
3.148768289,-0.157584498,0
10.54964393,3.314911789,0
16.09130636,0.806898126,0
12.23975658,-0.238204241,0
4.336243971,1.126856481,0
8.509266141,2.599049468,0
12.4181407,0.163406601,0
0.878383934,2.992074012,0
-1.890780066,-1.313846961,0
4.519596358,-1.122370785,0
4.707734575,-0.362718936,0
8.467694894,2.384637045,0
8.885372914,-0.87737309,0
9.596386308,-1.085603652,0
19.91521215,1.824721721,0
8.305489666,6.397525947,0
3.623729494,-0.749556169,0
8.06129757,-0.357343448,0
16.48549131,-1.759627764,0
11.1616743,-1.378147726,0
6.933564191,1.408427151,0
4.212944757,-2.372086355,0
7.675854307,4.432264252,0
1.111141772,0.374944765,0
8.670353828,4.422683204,0
14.46881682,1.592617044,0
8.901740795,0.103778506,0
12.53161878,-1.383406476,0
6.963324457,-0.111820259,0
11.09583837,-1.329217748,0
19.8152114,0.744007372,0
16.97684306,0.413705029,0
3.375711332,0.49051045,0
6.726787837,2.603143659,0
10.09412578,2.264537131,0
2.349743445,-0.053478026,0
8.005480151,4.531933788,0
5.469639937,1.775080426,0
-1.098470044,2.140547355,0
8.979582895,0.048043637,0
9.819057878,-1.596690537,0
12.71464787,3.512859259,0
10.13922507,0.064163106,0
5.921984784,-0.235598429,0
3.283540315,-1.544932342,0
6.422812276,-1.072012047,0
8.710945514,4.740282472,0
15.10842101,-1.755817827,0
3.581066065,0.403900035,0
13.84540053,3.428645135,0
3.010131939,-1.32176219,0
15.66743212,-0.94713146,0
-5.198440749,2.203724933,1
4.476107047,1.158742387,0
14.89589306,2.483028506,1
21.66798019,0.337701678,0
7.610513503,4.582563298,0
13.06114644,-2.37254713,0
2.914042113,1.177485097,0
12.26165561,-2.337133577,0
7.036616073,3.213117049,0
2.605786017,0.26884523,0
-0.938641086,3.574289202,0
13.89025181,5.118315305,0
-7.772844153,0.550653391,1
12.68913708,2.547368943,0
20.53693359,3.083205064,1
1.988904974,0.14887113,0
13.23040995,-1.314631682,0
0.475322197,4.560188915,0
11.77474032,-1.60525188,0
10.23487685,-0.700661569,0
5.861120552,-0.974078443,0
1.701370713,0.325959998,0
12.28786906,-1.997263614,0
12.38478691,-1.133619019,0
19.35314855,2.484984517,0
11.95544302,0.535467112,0
-4.969231382,3.453073718,0
7.426440684,6.521901705,0
21.46000449,1.591917733,0
6.622907626,-0.803420648,0
8.141944184,0.348153769,0
6.961779585,2.845719973,0
12.26165561,-0.501182762,0
4.79652093,-0.31320793,0
5.826413457,3.173689954,0
3.45201576,3.101324975,0
10.82824925,1.50156576,0
6.288822486,1.390637634,0
20.86493222,2.696282349,1
7.645047101,2.163165773,0
6.288822486,0.176216363,0
12.84006324,4.148755046,0
17.32274465,-2.441155737,0
7.111311147,3.609094925,0
14.99736464,1.601094703,0
21.46000449,0.5407998,0
3.025488792,1.319577863,0
13.1934599,3.799675594,0
6.933564191,2.141599202,0
12.84006324,2.31364607,0
12.90332027,-1.564651373,0
14.65192104,1.935222639,0
17.01361476,-1.182306506,0
6.961779585,-0.956409036,0
8.634686496,0.152178229,0
12.72492394,3.755175482,0
6.963324457,4.103801732,0
5.686350104,-1.269084175,0
-6.378551429,1.150013487,1
12.58061859,2.732284795,0
-0.533114366,-0.577249505,0
11.80778243,-1.467083445,0
15.32136271,-1.062191732,0
-0.58501459,1.759235975,0
1.229558994,5.153884726,0
5.977478031,3.627631509,0
3.014807864,3.93831655,0
1.431855709,-0.47868021,0
-0.796256419,1.521218418,0
8.77073297,1.136047535,0
0.531204722,4.489528492,0
0.917759768,0.414026712,0
3.708739036,2.35900822,0
-9.272212164,3.337546461,0
5.004885696,-2.900746411,0
6.750297702,-0.379371035,0
11.95544302,-2.299567474,0
8.039251346,3.802952662,0
17.01361476,1.5615236,0
16.80067274,-2.031845166,0
5.310272384,1.707360824,0
-12.06730695,2.094193582,1
3.283540315,1.900928748,0
4.422079754,2.50741752,0
5.297160648,-1.209416385,0
1.607363208,5.944940095,0
-5.194435299,4.723098059,0
13.76144036,0.76994381,0
7.126646492,2.595602775,0
-0.911158619,2.868803131,0
11.55062619,1.275409705,1
12.4382275,-1.345743572,0
9.209024618,-0.332207851,0
4.142658832,-0.777909743,0
7.098245605,0.779898389,0
0.768501364,3.501887269,0
12.81625401,2.017327247,0
2.975496932,3.144897459,0
7.464906537,2.997956407,0
-3.081838195,4.280923136,0
6.461288564,-0.159413325,0
1.406151926,2.7294429,0
7.539451749,4.210155835,0
10.80573348,3.16545481,0
10.77486636,2.030263055,0
5.196074092,2.094934218,0
1.625132391,1.708483643,0
5.214110636,-2.840063619,0
6.555501876,2.703568238,0
-0.848596321,2.882121854,0
7.273868455,1.58339328,0
11.3744873,-1.611433704,0
-3.088656404,2.419356191,0
-8.953986577,1.354976514,1
22.20266304,1.802700204,1
10.33537007,-2.817402379,0
15.00026091,0.474545774,0
2.819716781,2.539756512,0
5.205817194,0.866414795,0
16.09130636,-0.622612568,0
3.346565154,-1.477362854,0
4.587915899,-1.084489947,0
5.688445108,-0.484774742,0
18.60188524,-0.337617792,0
9.989976061,-1.219020923,0
15.31970628,4.124839435,0
15.88808425,2.881074933,0
15.31970628,0.062020915,0
9.209024618,-0.249992442,0
11.71632513,-1.591691112,0
-12.71483258,1.807551584,1
6.139753469,1.84652154,0
10.33537007,5.054813089,0
3.214965235,-2.858439565,0
7.590437031,5.518559592,0
13.57751618,2.258495503,1
6.750297702,3.311626863,0
5.024710337,-1.77223289,0
10.70666853,0.527144626,0
6.723490307,-0.184807533,0
5.115731443,-0.955994221,0
11.53007209,2.513525985,0
6.756882735,-1.361563023,0
-5.883201293,-1.397005319,0
5.469639937,1.648480735,0
4.858985938,1.81776862,0
-3.748030727,-0.520890056,0
5.024710337,2.538855808,0
20.77931658,3.490734283,0
11.65655548,1.509697523,0
7.141549781,5.080563858,0
15.82482746,1.918721247,0
7.036616073,4.508569562,0
1.694158858,5.58819867,0
9.709457535,0.63183588,0
-1.68782241,3.999736228,0
0.043244515,3.987885364,0
4.677827696,0.885154856,0
0.878383934,2.644294218,0
-0.448928027,2.181286776,0
9.173939642,-1.929975685,0
1.449557216,3.603031166,0
9.1968299,-0.78095566,0
6.344280802,0.002030643,0
6.756882735,3.995474256,0
4.346855797,3.043486225,0
17.593868,-2.402419035,0
7.35504092,4.018996429,0
7.869375404,0.860050878,0
0.878383934,4.832247715,0
11.61009732,2.626158622,0
11.25131126,-1.463925726,0
3.128480739,4.33188671,0
12.25884204,3.733120313,0
8.740483757,1.402849831,0
16.88386337,2.701679554,0
-7.836045724,0.336043545,0
-1.810899765,3.582595614,0
4.858985938,-1.445535466,0
23.39364763,0.405716322,0
7.271416758,1.350480953,0
-1.139521686,1.364615645,0
17.46684954,1.907387684,0
3.417112953,-0.59751924,0
14.4001315,0.201921702,0
5.115731443,1.193588858,0
22.4123284,-1.049949663,0
20.54933485,2.961144577,1
18.0871561,2.51779382,0
14.99736464,-0.099429753,0
5.004885696,4.945111246,0
18.07249078,-1.808182696,0
8.299509791,4.288216964,0
11.80989597,1.182923068,0
2.476188701,1.861027717,0
7.974018204,-0.201220693,0
5.645811151,3.273069055,0
12.94826487,2.325417091,0
14.1367659,1.829476781,0
11.06876447,-0.202013596,0
1.431855709,4.196324693,0
11.04551443,1.282089407,0
5.196074092,0.741039203,0
4.492209146,-3.140277792,0
5.738770468,-0.637863633,0
15.90767937,4.56064481,0
8.38579703,5.216230711,0
14.37678298,2.717458381,0
-0.718847369,1.926013639,0
12.10561157,2.031422947,0
8.77073297,0.273038093,0
1.976960076,2.083812,0
5.856540983,-1.477347184,0
7.312596944,3.913764444,0
11.51259846,-1.29968736,0
4.31096966,-1.182607818,0
-5.580884388,5.611933339,0
-6.117689825,2.533773269,0
2.970471472,3.28918118,0
7.098245605,-0.484922891,0
16.24506942,-2.896234149,0
11.33452375,-0.585629042,0
16.88386337,-1.019435907,0
21.46000449,0.400584151,0
1.5853907,0.393591702,0
1.176637464,4.129403556,0
5.115731443,0.289996859,0
6.122577431,-1.552532332,0
10.86482986,1.538104885,0
11.04551443,-1.263633361,0
19.91521215,-0.561335692,0
9.187471412,3.140416434,0
7.610513503,3.682125835,0
10.86904778,-0.304212202,0
-11.87379971,2.277778503,1
6.113334723,-0.625520795,0
5.992283842,2.370622497,0
10.80748479,2.027005943,0
14.88715243,3.78259583,0
11.03747309,1.475487415,0
5.992283842,4.268878502,0
-5.856951853,1.455135995,1
1.647254094,2.361380016,0
6.368952822,-1.34653453,0
-0.61850453,-1.671338106,0
9.018856401,1.689786211,0
6.622907626,-0.704337677,0
4.492209146,0.238354387,0
3.601932021,-0.745138886,0
14.98604755,0.695463849,0
13.06114644,-0.143941539,0
-9.099737378,1.429108996,1
13.64338979,0.566144242,0
9.2554346,4.713587255,0
12.88339713,-0.486374039,0
16.97684306,-2.534430899,0
1.5853907,-1.949231566,0
3.283540315,-1.529604648,0
-6.546437772,1.363927635,1
18.33499886,0.962786813,0
1.5853907,4.71336088,0
7.675854307,4.064465237,0
3.680779552,2.37937448,0
12.25884204,-1.269173144,0
1.830146491,4.31658274,0
6.624428879,6.34787857,0
1.701370713,1.866566049,0
5.645811151,1.942358562,0
11.83405541,2.549693591,0
2.311391381,0.925191029,0
10.05446894,4.282983991,0
9.008296561,5.755264815,0
14.94567222,0.725382115,0
-0.796256419,3.783949958,0
1.807023884,5.174439042,0
9.194248959,-0.707713462,0
14.35902113,3.689651305,0
3.261998342,3.70476811,0
13.89025181,-0.13685765,0
6.113334723,3.271867363,0
11.3761637,3.583472542,0
-0.816811873,-1.238656235,0
5.738770468,-1.719890192,0
15.91824728,3.311739444,0
7.355094987,0.290186129,0
16.3951904,1.251339927,1
-4.745260313,3.177371521,1
-2.182694182,0.825071324,0
4.75238144,0.936463795,0
10.11189391,-0.850729225,0
5.967034253,-0.580385108,0
8.092772591,0.663218476,0
15.19636102,-0.232736529,0
23.26980176,-1.292226907,0
17.80163227,0.390988132,1
-0.089703334,0.404230385,0
9.575597795,1.587043567,0
8.532995281,3.29189197,0
-4.361857035,2.256755511,1
0.24344486,-0.603031722,0
9.709457535,0.793949261,0
4.265514243,-0.584492973,0
8.509266141,1.011626278,0
1.233340016,4.670489,0
9.389406016,-0.249296356,0
6.624428879,0.067881081,0
10.86482986,-0.237134503,0
6.139753469,-1.477273497,0
14.94567222,1.11746456,0
8.108846781,1.146533858,0
12.8066594,-0.549291994,0
16.11227768,1.99117667,0
9.173939642,-1.049551622,0
9.755483011,-1.477271135,0
4.744529471,1.372267945,0
13.06208824,4.367672538,0
-1.641111079,3.292752127,0
11.92412638,-1.736607794,0
-13.98425026,-1.775217721,0
16.09130636,2.462103429,0
3.154180555,-0.176442603,0
3.238800335,1.500275739,0
4.377979616,-1.556481571,0
0.917759768,3.297831969,0
7.461497004,3.265957717,0
0.410205431,1.255801869,0
1.431855709,-0.414144713,0
14.21642849,0.634274113,0
6.105925854,2.078359796,0
19.25219744,2.150210592,1
7.273868455,5.116590802,0
6.617805123,-1.56253844,0
10.33537007,1.972290582,0
11.38220346,1.916216067,0
3.331592496,3.514682977,0
15.19636102,0.681860006,0
8.039251346,1.239721915,0
6.963324457,2.198949324,0
5.811401594,3.246233007,0
2.478483566,3.081440528,0
12.25547625,3.27864996,0
3.128480739,-1.512360303,0
5.01130037,1.685076727,0
11.51076612,-2.342643958,0
4.388272213,2.679427679,0
6.458506261,3.969799355,0
9.553600268,0.555544302,0
6.147427065,0.732321107,0
11.66530209,-1.28240687,0
14.30049201,-0.492480849,0
9.102835887,0.615226684,0
6.8015177,-0.351490554,0
17.46684954,0.249172883,0
16.88386337,2.185112712,0
8.299509791,2.717935471,0
19.91521215,0.849935131,0
14.97406129,4.759277795,0
9.194248959,-0.691338625,0
10.32271667,-2.146147321,0
1.737326603,5.607949103,0
-0.089703334,3.206525944,0
2.67832476,-0.125079995,0
-2.379470131,0.631964316,1
3.656539834,-0.64241678,0
17.27686047,-0.086986248,0
6.8015177,-0.49615502,0
-4.050711719,-1.595322324,0
4.021503121,-0.745971243,0
8.338574851,-0.868601947,0
14.95594363,5.086768054,0
10.05446894,-0.601047345,0
-1.810899765,0.955179868,0
10.33210217,-1.37433815,0
18.33499886,-0.869765941,0
9.395789294,3.848985749,0
9.208353129,2.484754492,0
10.18948845,1.306753815,0
15.30027025,4.639103567,0
9.395789294,3.791220045,0
9.612260017,-1.067832947,0
4.744529471,0.015755447,0
-3.687693106,2.02856805,1
4.90427605,-1.317762601,0
0.066955385,-0.220227469,0
11.94997102,-2.779270184,0
3.010131939,2.582427523,0
7.464906537,5.128207939,0
22.47122654,-0.013911359,0
-4.581805635,5.827583268,0
5.817838248,1.276477366,0
5.677787453,-0.248702995,0
-8.076533715,0.445153122,1
13.28243277,3.156022621,0
1.449557216,4.873021676,0
8.640702072,0.190328676,0
11.61009732,-2.179874549,0
9.588397196,1.751743249,0
8.583232198,4.918142128,0
6.712891352,0.024956702,0
7.018275687,1.897672911,1
22.23585887,1.195685012,1
5.226087188,3.05440994,0
0.410205431,-2.380997269,0
7.940345902,1.279313624,0
10.33210217,-1.604212402,0
14.94567222,4.557812144,0
13.33850589,0.237674011,0
7.869375404,0.205611407,0
3.913508734,-2.60342013,0
8.96768816,-0.957280677,0
11.3761637,-1.60058044,0
1.092182622,2.508779806,0
7.30313895,0.935394848,0
6.591088702,-0.132153786,0
-1.670126607,1.206995864,0
16.24506942,3.449157657,0
8.54026747,3.774551143,0
14.97406129,2.138495864,0
12.73373446,-0.387629181,0
9.173939642,4.167865958,0
8.520388617,3.962330482,0
3.114210585,2.860032474,0
15.62877537,-1.733308322,0
-8.50599238,1.287133371,1
-3.797832726,2.331328897,1
14.46881682,0.509638117,0
0.689051594,3.927932343,0
10.37580354,-2.921562399,0
10.2650479,0.824287072,0
5.56931871,1.744081188,1
8.77791159,0.482070611,0
6.39804467,4.362321993,0
2.67832476,-0.596332251,0
2.349743445,4.216537699,0
-7.425024299,2.43425817,0
14.30049201,0.757053566,0
-0.740847353,3.48026421,0
7.974018204,2.992727079,0
5.967034253,0.312704394,0
14.88715243,3.395893397,0
11.60807569,1.815197342,0
11.06876447,2.595898953,0
6.872376133,0.096469082,0
15.19636102,-0.281394778,0
16.51735963,-1.284001338,0
-4.050711719,2.74931879,0
9.187471412,-0.385956259,0
20.20519691,3.006582541,1
5.55073999,3.181994846,0
7.713162901,4.581219215,0
2.476188701,4.507999477,0
6.858510075,4.081210259,0
17.17129062,1.287392952,0
3.680779552,3.491376296,0
7.468520379,-0.439458385,0
5.882101752,-1.298755382,0
10.93313047,2.418275894,0
9.530769451,3.156611231,0
20.94883518,2.525128207,0
10.86482986,-2.281444874,0
6.283829376,0.025077578,0
7.875079375,0.213318692,0
7.083221611,-1.125642883,0
7.46174163,0.248933644,0
6.105779271,-1.232104665,0
-0.966908527,-0.96055486,0
0.28914241,3.662116902,0
25.61025137,1.994805705,1
8.640702072,-1.062989587,0
3.801125487,2.504955598,0
8.156376492,3.417516031,0
6.39804467,-0.850239132,0
17.46684954,-0.884945855,0
1.780759676,4.020220161,0
4.802267171,-0.161654992,0
14.78670459,3.764677977,0
-2.953148089,3.228045752,0
6.726787837,1.421149534,0
6.931800497,0.250803989,0
8.851454405,-0.766051475,0
-1.405611011,2.68828178,0
9.709457535,2.693592548,0
5.01130037,-1.837663386,0
1.607363208,0.747735311,0
15.06051321,4.423846523,0
0.08163932,4.945077279,0
7.869375404,2.245075331,0
14.04094503,-0.939059166,0
7.426440684,1.813006188,0
13.84540053,-0.183238835,0
-0.339195922,-3.000011199,0
13.28243277,3.464695461,0
8.141944184,1.191526346,0
7.436032079,2.178167909,0
18.05033269,1.309746256,0
4.802267171,1.534975855,0
-0.359785478,1.779530969,1
-3.037803601,1.389267044,1
7.869375404,-0.829820339,0
-2.405007479,2.601495571,0
4.989931993,1.576735521,0
4.212944757,-1.13452138,0
4.980458262,-0.915396664,0
12.88339713,0.341235645,0
8.532995281,2.865049956,0
3.145224545,-2.078358674,0
5.856540983,-1.117004581,0
5.595512111,-1.051098869,0
-3.012027148,1.985163137,0
5.164632639,-3.229340829,0
8.309867232,4.925302814,0
-4.73395076,2.247421816,1
12.1337678,-0.830251593,0
13.85234598,-0.387100587,0
6.358822865,2.144980321,0
8.740483757,1.671390538,0
-0.135325907,0.808125924,0
4.620901386,3.104566381,0
9.194248959,4.105167982,0
5.861120552,2.178103981,0
0.047452845,-1.633341558,0
0.08163932,-0.61327027,0
6.93778068,2.598278524,0
12.4382275,0.071405457,0
5.004885696,2.571891295,0
3.331592496,-0.126006095,0
14.30049201,-0.061028591,0
6.000192672,3.155949903,0
19.35314855,-1.410448728,0
10.2468997,2.08875358,0
2.914042113,0.321457229,0
19.97450276,3.915712753,0
7.436032079,-0.630580757,0
-3.081838195,-0.503483102,0
9.410140706,5.25283468,0
4.802267171,3.879774579,0
5.826413457,-1.87846258,0
11.62971535,2.920667949,0
3.24824112,3.200722715,0
9.638991629,2.333094853,0
15.32136271,5.67977536,0
8.863348297,3.174046131,0
5.677787453,-0.056886821,0
3.323923622,2.13038734,0
9.646826608,3.673554152,0
13.67233299,2.241446575,0
-5.883201293,2.668529528,0
0.047452845,0.450975487,0
9.031804001,0.093924834,0
-6.138222068,0.239965865,0
15.30027025,0.049987189,0
-7.964271013,-1.885765872,0
2.659101759,1.825103023,1
4.677827696,-2.313751209,0
12.07623008,2.439149949,0
14.94567222,3.319912893,0
8.740483757,3.661073224,0
10.60609517,-1.16256749,0
8.979582895,-0.879634315,0
-5.883201293,-0.651313988,0
2.760333398,1.080687621,0
1.325472772,-2.021793127,0
8.745683995,5.000046122,0
3.525321347,3.913569794,0
1.780759676,0.106793361,0
4.265514243,-2.970379685,0
23.98249264,-2.577815336,0
8.305489666,2.389306607,0
12.71464787,-0.589464341,0
9.820474174,-0.75314228,0
9.2554346,3.874487402,0
12.73373446,3.810614424,0
8.357051323,3.60846984,0
-6.196157109,-2.216537825,0
9.204831395,-2.033595054,0
6.663558115,-0.235874966,0
13.10021784,5.299325662,0
0.255778918,3.952381062,0
1.278104013,1.570425703,0
12.36413683,-0.94657001,0
2.67832476,4.272716934,0
6.872376133,4.706044669,0
19.02804347,2.170054209,1
20.22383033,-0.114381277,0
4.858985938,1.183257039,0
8.271384742,-0.131393244,0
2.349743445,0.082893745,0
3.403915279,-1.994126453,0
6.119852604,-2.49621046,0
-0.740847353,0.812110463,0
4.222142087,-0.627603963,0
11.66530209,-1.293135306,0
-3.812357711,2.277069656,1
15.26627302,-1.111821338,0
20.88496674,3.499543446,1
12.53161878,0.982460669,0
4.654880294,2.429504637,0
16.56920303,1.074140204,1
13.43708798,0.229726221,0
3.154180555,-0.744708663,0
1.111141772,-0.255700204,0
6.368952822,3.843479862,0
15.71568225,-1.122603421,0
14.50713606,2.858320413,0
-1.805345198,1.01986105,0
11.38220346,-0.907100212,0
17.11715732,-0.761034357,0
3.323923622,2.99109996,0
4.342323094,-2.333990659,0
1.36523752,-0.302595266,0
5.498565995,1.780893271,0
-1.098470044,-2.339274111,0
3.623729494,0.569293142,0
1.229558994,-0.921667184,0
10.88273386,3.65841403,0
13.40260503,-0.893250843,0
8.491173671,0.750126494,0
14.09384422,-0.257187668,0
6.119852604,-1.284232338,0
10.2650479,-1.490380371,0
10.2650479,-1.594721286,0
21.57188378,1.762393096,1
14.99736464,4.289972631,0
3.719719687,-2.596468973,0
12.15136142,0.053335775,0
11.65655548,2.670710779,0
12.94245594,-1.062571185,0
8.991809193,1.094870885,0
-6.194711102,1.547299497,1
6.940639754,-0.329363939,0
-0.816811873,-2.401403017,0
7.35504092,6.435172246,0
11.6986816,0.917968331,0
14.96813423,3.493619787,0
8.745683995,3.338961274,0
-1.463316947,2.418742192,0
1.988904974,4.826257137,0
0.457642712,1.26238326,0
4.980458262,2.114422234,0
10.08253687,1.582691489,0
9.395789294,0.136673392,0
1.701370713,-0.294385522,0
3.010131939,1.568013924,0
12.90332027,-2.043940602,0
13.62515532,5.124401634,0
10.86904778,2.682481787,0
3.403915279,2.171464688,0
14.45945994,2.82602129,1
16.10380922,1.093563165,1
9.102835887,-0.597290914,0
2.605786017,-1.879477153,0
3.025488792,-1.438580316,0
3.025488792,-0.153074741,0
4.045469376,2.37278288,0
9.553600268,1.278203615,0
-1.810899765,1.116924776,0
-0.966908527,-2.516621797,0
-0.570835787,2.147868183,0
7.92334555,2.255591544,0
11.80989597,-0.003393339,0
14.35902113,1.434576264,0
7.988723507,3.673557569,0
6.931800497,0.724819975,0
0.066955385,-0.686462696,0
11.69045546,3.238793231,0
8.034495196,0.026282048,0
11.69045546,3.229672761,0
7.46174163,-1.298215978,0
9.903093124,-0.922745112,0
6.000192672,-1.683598249,0
-6.707766582,1.685327479,1
5.520759383,2.544698799,0
9.709457535,2.261925066,0
7.35504092,2.553151816,0
16.23449273,-1.342813944,0
0.569756837,2.70511361,0
-4.13219807,3.783365125,0
14.70965972,4.752289726,0
6.858510075,1.858761904,0
10.87880143,1.422399745,0
0.18253179,-0.031117946,0
11.20700847,1.546398776,0
11.01275645,-2.457156076,0
4.519596358,3.582835224,0
10.54964393,2.409926601,0
9.389406016,2.427841581,0
12.88339713,4.355803947,0
-2.451285263,0.89156021,1
-0.089703334,-0.451383775,0
6.461288564,2.369336539,0
7.755539146,0.398655339,0
4.674636091,-1.246967886,0
5.882101752,3.886104455,0
2.929567715,1.279742637,0
7.312596944,4.365315581,0
15.18847808,2.106696441,1
19.88894605,3.270600561,1
12.73373446,3.943619306,0
6.368952822,3.362202895,0
6.117689002,-0.562116572,0
14.94567222,0.006086279,0
12.38478691,-0.219596791,0
-0.61850453,-0.596121842,0
15.51069357,-0.628904316,0
9.395789294,4.230779872,0
7.46440734,4.106969972,0
9.512388285,0.029861505,0
-0.135325907,4.418176903,0
12.36413683,-1.2058754,0
15.71568225,-0.836681131,0
6.288822486,-0.55612988,0
-9.320150897,2.428444643,1
12.73373446,5.728543708,0
6.931800497,4.702874386,0
4.498411502,2.211519114,0
-1.405611011,-2.420449926,0
19.91521215,4.994987015,0
15.6342443,1.82007348,0
6.288822486,1.723658222,0
8.77791159,3.391356743,0
14.65192104,2.989823485,0
4.336243971,2.439147696,0
-4.13219807,-0.229421505,0
13.06114644,3.214228208,0
-2.666562621,2.937423234,0
5.232504111,2.838211823,0
4.79652093,-0.301582775,0
14.09384422,3.045697339,0
14.78670459,2.726586178,0
1.647254094,4.291327229,0
16.06130662,4.527268441,0
18.81172255,1.644893285,0
10.23487685,3.433887118,0
-0.938641086,-0.655314897,0
5.426791786,3.619732685,0
15.28159279,4.546174681,0
12.34205726,1.935603519,0
10.23487685,-2.027307244,0
12.4181407,-1.003213213,0
10.9615578,-2.492713294,0
11.80778243,0.784747207,0
3.929656091,-1.405937576,0
7.30313895,3.741119795,0
-3.088656404,-1.870767423,0
13.02229544,4.765732891,0
-3.009632718,1.299609482,1
15.6342443,3.318898226,0
10.79884272,1.175110875,0
3.601932021,2.079306052,0
7.91992045,4.934850759,0
12.8066594,3.654256854,0
2.589886532,3.622444391,0
1.36523752,3.491568952,0
-0.135325907,3.073544437,0
7.036616073,4.237685557,0
5.644166573,1.972471603,0
10.34021366,1.300948774,0
21.75741708,-0.340305436,0
12.70658143,-2.102082486,0
16.48549131,2.220983017,0
4.744529471,1.956263662,0
15.10842101,-0.684752031,0
12.38478691,-1.640608156,0
-0.448928027,4.211722911,0
3.006111104,2.361954323,0
7.899676442,1.705303225,0
4.130717328,-1.664827688,0
